Variable 1,Label 1,Variable 2,Label 2,Correlation
HHM13EDU,13th HH member: Level of education achieved to date,BUSINIRA,Do you approve or disapprove doing business with an Iranian?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,BUSINJEW,Do you approve or disapprove doing business with a Jew?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,MARWUSA,Approve or disapprove of women of your ethnicity marrying an American?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,MARWITA,Approve or disapprove of women of your ethnicity marrying an Italian?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,MARWIRA,Approve or disapprove of women of your ethnicity marrying an Iranian?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,MARWUKR,Approve or disapprove of women of your ethnicity marrying a Ukrainian?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,MARWIND,Approve or disapprove of women of your ethnicity marrying an Indian?,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,FRNDLVCZ,Close friend in Czech republic,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,FRNDLVIT,Close friend in Italy,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ACCMARR,What age do you think it is acceptable for a woman to get married,0.802955068546966
HHM13EDU,13th HH member: Level of education achieved to date,IDEALNCH,What is the ideal number of children per family in COUNTRY?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,TRUOS,"Please, tell me, in general, how much do you trust or distrust the information p",-1.0
HHM13EDU,13th HH member: Level of education achieved to date,POLDIRN,Which direction domestic politics of the country are going?,-0.7559289460184545
HHM13EDU,13th HH member: Level of education achieved to date,IMPISS1O,The most important issue facing COUNTRY at the moment? Other specified,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,IMPISS2,And the second most important issue facing COUNTRY at the moment?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,REVEXP2,To what extent have your expectations been met in regards to the events (known a,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,REFRET,Possibility for early retirement of the constitutional court members,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,REFVET,Examining the conscientiousness of the judges (vetting),-1.0
HHM13EDU,13th HH member: Level of education achieved to date,REFINT,Reduction of income tax rate,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,TRUEDUC,How much do you trust or distrust educational system?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,FREESPK,Do people like yourself have the right to openly say what they think?,-0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,LPROS,To what extent do you approve the persecution/prosecution of the representatives,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,VOTPRCP,Would you participate in the national elections next Sunday?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,VOTLELE,"Did you vote in the Parliamentary elections on December 9, 2018?",-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ELCOND,Would you say that those elections were conducted…,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ICITLAW,Important for a good citizen: always obey laws?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ICITGOV,Important for a good citizen: support the government on every occasion?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ICITVOTE,Important for a good citizen: vote in elections?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ICITTRAD,Important for a good citizen: protect traditions?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,IMPGCVW,Important for a good citizen: do volunteer work?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,ICITHELP,Important for a good citizen: support people who are worse off than themselves?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,NK4_2,How likely is it to find a solution to the Nagorno-Karabakh conflict through for,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,NK5AR_1,To what extent do you accept having Nagorno-Karabakh as a formal part of Armenia,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,JOBSARFN,"Overall, how satisfied or dissatisfied are you with your job?",-1.0
HHM13EDU,13th HH member: Level of education achieved to date,PERSINC,Your personal monetary income last month?,-0.8660254037844386
HHM13EDU,13th HH member: Level of education achieved to date,GETJOBF,Which factor do you consider most important for getting a good job?,-0.7559289460184542
HHM13EDU,13th HH member: Level of education achieved to date,RFAEDUC,What is the highest level of education your father has achieved?,0.7559289460184545
HHM13EDU,13th HH member: Level of education achieved to date,KNOWRUS,Ability in Russian,0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,FRQINTR,How often do you use the Internet?,-0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,RELGION,"Which religion or denomination, if any, do you consider yourself belong to?",-0.8660254037844387
HHM13EDU,13th HH member: Level of education achieved to date,HHM2DOB,Second HH member: year of birth,-0.9790755624849435
HHM13EDU,13th HH member: Level of education achieved to date,HHM2EMP,Second HH member: employed?,-0.9999999999999999
HHM13EDU,13th HH member: Level of education achieved to date,HHM3RELR,Third HH member: relationship to the respondent,0.9449111825230679
HHM13EDU,13th HH member: Level of education achieved to date,HHM3DOB,Third HH member: year of birth,-0.8660254037844386
HHM13EDU,13th HH member: Level of education achieved to date,HHM3MRAGE,3rd HH member: Age when s/he got married,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,HHM4DOB,4th HH member: year of birth,-0.9933992677987828
HHM13EDU,13th HH member: Level of education achieved to date,HHM5DOB,5th HH member: year of birth,0.9707253433941511
HHM13EDU,13th HH member: Level of education achieved to date,HHM5MAR,5th HH member: marital status,-0.970725343394151
HHM13EDU,13th HH member: Level of education achieved to date,HHM6EMP,6th HH member: employed?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,HHM6MAR,6th HH member: marital status,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,HHM6EDU,6th HH member: Level of education achieved to date,0.7559289460184544
HHM13EDU,13th HH member: Level of education achieved to date,HHM7DOB,7th HH member: year of birth,-0.912245460839306
HHM13EDU,13th HH member: Level of education achieved to date,HHM7MAR,7th HH member: marital status,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,HHM8RELR,8th HH member: relationship to the respondent,0.8219949365267865
HHM13EDU,13th HH member: Level of education achieved to date,HHM8DOB,8th HH member: year of birth,-0.8322397195638248
HHM13EDU,13th HH member: Level of education achieved to date,HHM9RELR,9th HH member: relationship to the respondent,0.720576692122892
HHM13EDU,13th HH member: Level of education achieved to date,HHM9DOB,9th HH member: year of birth,-0.9502811693344021
HHM13EDU,13th HH member: Level of education achieved to date,HHM9EDU,9th HH member: Level of education achieved to date,0.7559289460184544
HHM13EDU,13th HH member: Level of education achieved to date,HHM10RELR,10th HH member: relationship to the respondent,-0.9912407071619304
HHM13EDU,13th HH member: Level of education achieved to date,HHM10DOB,10th HH member: year of birth,-0.9920645329164469
HHM13EDU,13th HH member: Level of education achieved to date,HHM10EDU,10th HH member: Level of education achieved to date,0.8660254037844387
HHM13EDU,13th HH member: Level of education achieved to date,HHM11DOB,11th HH member: year of birth,-0.917662935482245
HHM13EDU,13th HH member: Level of education achieved to date,HHM11EDU,11th HH member: Level of education achieved to date,0.9449111825230679
HHM13EDU,13th HH member: Level of education achieved to date,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844387
HHM13EDU,13th HH member: Level of education achieved to date,HHM12DOB,12th HH member: year of birth,-0.9933992677987828
HHM13EDU,13th HH member: Level of education achieved to date,HHM13RELR,13th HH member: relationship to the respondent,-0.987829161147262
HHM13EDU,13th HH member: Level of education achieved to date,HHM13DOB,13th HH member: year of birth,-0.9853292781642966
HHM13EDU,13th HH member: Level of education achieved to date,OWNWASH,Does your household own a washing machine?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,NOMONFD,How often did you not have enough money to buy food?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,DEBTSHH,Does your household currently have any debts?,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,FUTRUNG,Ladder: HH situation in 5 years,-1.0
HHM13EDU,13th HH member: Level of education achieved to date,HHSIZE,Number of all household members,1.0000000000000002
HHM13EDU,13th HH member: Level of education achieved to date,HHASIZE,Number of adult household members,0.9041944301794651
HHM13EDU,13th HH member: Level of education achieved to date,NHHPSU,Total number of households per PSU,0.9441087225573715
HHM13EDU,13th HH member: Level of education achieved to date,NADHH,Total number of adults per household,0.9041944301794651
HELPA,Did the respondent get help while answering the question of section A?,EUNSUPO,What is the main reason you would not support COUNTRY's membership in the EU? Ot,-0.7745966692414834
HELPA,Did the respondent get help while answering the question of section A?,HHM8MAR,8th HH member: marital status,0.7150969419341942
HELPA,Did the respondent get help while answering the question of section A?,HHM8MRAGE,8th HH member: Age when s/he got married,-1.0
HELPA,Did the respondent get help while answering the question of section A?,HHM11RELR,11th HH member: relationship to the respondent,-0.810884854079383
ECONSTN,Current economic situation of your household:,HHM9MAR,9th HH member: marital status,-1.0
ECONSTN,Current economic situation of your household:,HHM12RELR,12th HH member: relationship to the respondent,0.8660254037844387
OWNCOTV,Does your household own a color TV?,PARTYSUSO,Towards which political party do you have the most sympathy for? Other specified,-1.0
OWNCOTV,Does your household own a color TV?,HHM6TRP,6th HH member's travel place for work (inside country),0.8017837257372732
NUMCOTV,How many color TVs does your household own?,ENVPROBO,Main environmental issue in Armenia: Other specified,0.7322535668709891
NUMCOTV,How many color TVs does your household own?,HHM5TAP,5th HH member's travel place for work (abroad),0.93062958719967
NUMCOTV,How many color TVs does your household own?,HHM8MRAGE,8th HH member: Age when s/he got married,-0.8183170883849715
NUMCOTV,How many color TVs does your household own?,HHM11EDU,11th HH member: Level of education achieved to date,0.727606875108999
OWNWASH,Does your household own a washing machine?,SECNDLAOO,Second language used in everyday life-Other specified,-0.7319250547114
OWNWASH,Does your household own a washing machine?,HHM12RELR,12th HH member: relationship to the respondent,-0.8660254037844385
OWNWASH,Does your household own a washing machine?,HHM12DOB,12th HH member: year of birth,0.9933992677987827
OWNWASH,Does your household own a washing machine?,HHM12EDU,12th HH member: Level of education achieved to date,-1.0
OWNWASH,Does your household own a washing machine?,HHM13RELR,13th HH member: relationship to the respondent,0.987829161147262
OWNWASH,Does your household own a washing machine?,HHM13DOB,13th HH member: year of birth,0.9853292781642967
OWNWASH,Does your household own a washing machine?,HHM13EDU,13th HH member: Level of education achieved to date,-1.0
NUMWASH,How many washing machines does your household own?,HHM8MRAGE,8th HH member: Age when s/he got married,-0.8206750043022921
